 |  |  |  |  | Микромолия ташкилотлари ва ломбардлар фаолиятини мувофиқлаштириш ва тартибга солиш тўғрисидаги низомга 3-ИЛОВА |  |  |  | 
"CLEVER MIKROMOLIYA TASHKILOTI" MCHJнинг |  |  |  |  |  |  |  |  | Ўзгартириш киритилмасин!!!
(ташкилотнинг номи) |  |  |  |  |  |  |  |  | 
2026 йил "8" июн ҳолатига |  |  |  |  |  |  |  |  | 
бухгалтерия баланси |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  | сўмда |  | 
Ҳисобварақ рақами | Ҳисобварақ номи | Ҳисобот санаси бошига қолдиқ |  | Дебет | Кредит | Ҳисобот санаси охирига қолдиқ |  |  | 
 |  | Дебет | Кредит |  |  | Дебет | Кредит |  | 
14899 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Жисмоний шахсларга берилган узоқ муддатли кредитлар (микроқарзлар) (контр-актив) | 0 | 960 894 255 | 119 196 355 | 0 | 0 | 841 697 899 |  | 
14900 | ЯККА ТАРТИБДАГИ ТАДБИРКОРЛАРГА БЕРИЛГАН УЗОҚ МУДДАТЛИ МИКРОКРЕДИТЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
14901 | Якка тартибдаги тадбиркорларга берилган узоқ муддатли микрокредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
14909 | Якка тартибдаги тадбиркорларга берилган шартлари қайта кўриб чиқилган узоқ муддатли микрокредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
14999 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Якка тартибдаги тадбиркорларга берилган узоқ муддатли микрокредитлар (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15100 | ЮРИДИК ШАХСЛАРГА БЕРИЛГАН УЗОҚ МУДДАТЛИ МИКРОКРЕДИТЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15101 | Юридик шахсларга берилган узоқ муддатли микрокредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15109 | Юридик шахсларга берилган шартлари қайта кўриб чиқилган узоқ муддатли микрокредитлар | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15199 | Кўрилиши мумкин бўлган зарарларни қоплаш захираси - Юридик шахсларга берилган узоқ муддатли микрокредитлар (контр-актив) | 0 | 0 | 0 | 0 | 0 | 0 |  | 
15400 | БАНК БЎЛМАГАН МОЛИЯВИЙ МУАССАСАЛАРГА БЕРИЛГАН УЗОҚ МУДДАТЛИ КРЕДИТЛАР | 0 | 0 | 0 | 0 | 0 | 0 |  | 
